start	end	text
1737000	1745000	czyli mieliśmy te deale o jakichś takich dużych tematach, nie wiem, Orange powiedzmy robił jakąś ogromną farmę sharepointową
1745000	1753000	i tam trzeba było zrobić architekturę, zaproponować jakieś kurde searche, to jeszcze nie było chmurowe, to było wszystko…
1753000	1758000	Czyli jesteś już architektem, pracujesz dalej dla tej samej firmy, czy to już jest jakaś nowa firma?
1758000	1766000	Cały czas dla tej samej właśnie, tam jeszcze powiedzmy na tej pozycji architekta byłem myślę,
1766000	1771000	też nie pamiętam dokładnie, na link nie wyszłoby sprawdzić, ale powiedzmy plus minus rok,
1771000	1781000	więc rzeczywiście tam się realizowałem, tylko mówię, ja tam miałem części jakby obowiązków związane tak stricte,
1781000	1786000	teraz patrzę jako architekt, ale też duża część była cały czas programistycznych po prostu,
1786000	1791000	to były mocno hands on tak zwane, czyli po prostu siedziałem i kodziłem, czy ten jeden projekt, czy drugi,
1791000	1800000	ale miałem też część obowiązków właśnie wynikających z tej roli, tworzenie jakichś tam diagramów, projektowania, zaproponowania,
1800000	1808000	jakieś napisania, jak przygotowywaliśmy ofertowania tematów do klienta, trzeba było wycenić mniej więcej,
1808000	1820000	czyli też wyceny, ile plus minus wyjdzie 100 koła, czy milion. Wszędzie też jakby małym druczkiem trzeba zawsze pamiętać o tym,
1820000	1827000	że jeżeli to, jeżeli tamto, jeżeli tamto, jeżeli tamto, jeżeli tamto, bo jeżeli te warunki nie są spełnione,
1827000	1832000	no to może wyjść razy dziesięć. Tak mniej więcej to wyglądało.
1833000	1842000	No wartość na pewno dla biznesu jest ogromna takiej osoby, która jest właśnie biznesowo zorientowana i programistycznie zorientowana
1842000	1853000	i no to jest ciekawe bardzo, co mówisz. Powiedz mi, byłeś architektem w Polsce i potem co dalej? Za granicę już jechałeś?
1853000	1862000	No właśnie i tutaj oczywiście firma Jade, a tam jeszcze się pojawił taki wątek, że firma Jade została, oni sprzedali tę firmę.
1862000	1876000	Kupowała to firma, firma na początku jakaś AMG, tak się nazywała, nie z Mercedesem, ale to była firma, która była z Łodzi, jakieś tam 700 ludzi.
1876000	1884000	Za chwilę to AMG było wykupione przez Bulla francuskiego, który miał, nie wiem, 5000 konsultantów, a za chwilę ten Bull cały był zjedzony przez Atosa,
1884000	1895000	który ma, nie wiem, 150 tysięcy konsultantów, grubas. I tam było właśnie tak, że nagle się stała taka wielka korpa, co mi się bardzo nie podobało.
1895000	1905000	Można byłoby o tym gadać i płynąć. To jest też jeden z powodów, dla których pewnie tu siedzimy i gadamy,
1905000	1915000	bo ja otwierając firmę Nublado myślałem o tym, żeby nie iść w tę stronę korporacyjną.
1915000	1925000	Ja wiem, że to jest pewnie takie tanie, cheesy, że myśl, że pewnie koniec końców w jakiś sposób to się tam w tym kierunku i tak idzie,
1925000	1933000	że jeżeli jest ten rozwój i tak dalej, ta firma rośnie, rośnie, rośnie, w pewnym momencie już się niestety trzeba godzić na te korporacyjne tematy,
1933000	1935000	ale jak mówię, to jest pewnie osobny wątek.
1935000	1945000	Powiem Ci szczerze, że ja jako nowy nabytek Nublado, to zupełnie mogę to potwierdzić, że to jest prawda,
1945000	1956000	że nawet jak ja pracowałem wcześniej w zupełnie innych firmach, to dużo bardziej rygor pracy był zdecydowanie większy
1957000	1963000	i pole do popisu na tle kreatywnym było zdecydowanie mniejsze.
1963000	1971000	Jesteśmy wszyscy ludźmi i powinniśmy też wychodzić z takiego założenia według mnie i nawzajem siebie rozumieć.
1971000	1982000	I to mi się bardzo podoba u Ciebie w firmie i naprawdę to jest świetna rzecz, bo uważam, że jak mamy przestrzeń do robienia rzeczy,
1982000	1991000	nie tylko trzaskamy jakieś taski bezmyślnie, to jesteśmy w stanie osiągnąć dziesięciokrotnie większe rezultaty w dużo krótszym czasie,
1991000	2000000	bo nasz właśnie to się mówi slow mind, działa dużo lepiej, jesteśmy w stanie lepiej przemyśleć pewne rzeczy i mieć po prostu zdecydowanie lepsze rezultaty.
2000000	2002000	Także to jest świetna część Twojej firmy.
2002000	2004000	Super, dzięki. Cieszę się, że...
2004000	2007000	Znaczy też pewnie dlatego tutaj jesteśmy, nie?
2007000	2019000	Bo jakby, wiesz, wcześniej nie miałem żadnych przyjemności z kamerą oprócz może wesela i paru innych eventów, na których średnio wypadłem,
2019000	2031000	ale jakby tutaj też szacun, że widzisz, pojawiasz się, mówimy, dobra, co byś chciał, co trzeba zmienić, co trzeba zrobić i idziemy i wdrażamy te tematy, tak?
2031000	2036000	Tak, opowiadamy właśnie historię Nublandu, jak to się zaczęło od początku.
2036000	2042000	To jest też super właśnie, że można po prostu o tym powiedzieć. Ja to niejednokrotnie opowiadałem różnym ludziom, tak?
2042000	2054000	Bo to wiadomo, rodzinie, przyjaciołom, znajomym te rzeczy się opowiada, ale to gdzieś tam zostaje w głowach i później, nie wiem, idziesz do firm i chcesz im coś powiedzieć,
2054000	2062000	to tak naprawdę musiałbyś to od nowa mówić, nikt nie ma na to czasu, chęci i tak dalej, więc myślę, że to jest spoko pomysł.
2062000	2066000	Zresztą sprawdzony, tak? To nie jest, że my tutaj coś odkrywamy na nowo.
2066000	2067000	Tak jest.
2067000	2070000	Więc wiadomo, ale dobra.
2070000	2073000	Skończyłeś na Atosie, tak?
2073000	2074000	Dokładnie.
2074000	2086000	Zrobiło się corpo. Ja mimo moich wielokrotnych tutaj odkrywam podwyżek i tych upgrade'ów, jeżeli chodzi o…
2086000	2095000	Tak naprawdę patrząc z perspektywy widzę, że tam przeskoczyłem też pewnie niektórych, którzy byli po prostu dobrymi, zajebistymi programistami, tak?
2096000	2102000	I oni nie mieli takiego drive'a, że wiesz, ciągła zmiana, ciągle, dobra, ja zrobię, co chcecie, dwa certy? Dobra, zrobię wam te dwa certy.
2102000	2107000	Chcecie to? Dobra, dużego klienta musisz ogarnąć sam? Ok, ogarniam go, tak?
2107000	2117000	Jedziemy do Warszawy i siadamy tam z ludźmi, wiesz, z jakimiś tam dyrektorami różnych działów i proponujemy tu rozwiązania, próbujemy to sprzedać.
2117000	2123000	Myślę, że z dobrym skutkiem, jakby potwierdzeniem tego były jednak moje tam, powiedzmy, promocje, ale mi było ciągle mało, nie?
2123000	2140000	Na zasadzie, że ja mówię, kurczę, no i poszedłem do właśnie tych moich kolegów, właścicieli, bo tam był też super stosunek taki na ty, to nie było na zasadzie, wiesz, szefie, coś tam, tylko super imprezy w ogóle, super vibe i tak dalej.
2141000	2153000	Chciałbym też jakby to w mojej firmie zaszczepić i mieć. U nas jest trochę, powiedzmy, trudniej, bo my pracujemy mocno zdalnie, więc to jest duża przeszkoda, ale to też jest coś, co można byłoby sobie pogadać dłużej.
2155000	2162000	I ja mówię, nie, ja chcę coś robić zagranicznego. No i jak się pojawiła KORPA, to rzeczywiście mieliśmy jakieś duże projekty francuskie.
2163000	2174000	Na przykład francuski, czy to był chyba francuski, albo szwajcarski, Schneider, taka firma, która łącza wszystko, elektrownie, jakieś sprzęty i tak dalej. Robiliśmy im jakiegoś wielkiego SharePointa, ale to był bardziej support.
2175000	2186000	Do nas padały takie, my byliśmy takim near-shore'em, nie offshore'em jeszcze, ale praktycznie traktowanym, jak wiesz, tutaj jakiś task, proszę, pyk, masz tu opis, jedziesz.
2186000	2190000	Nikogo nie znasz, nic, nie wiesz, ciśniesz go, no i dobra, tam szukasz, zrobiłeś.
2191000	2203000	Jakby to już nie był ten, nie czułeś tego drive'a, że wiesz, że ty byłeś na jakimś spotkaniu, z kimś tam gadałeś, coś zrobiłeś, tylko to było na zasadzie, że wiesz, tam jakieś taski też, że taki bardziej model się zrobił supportowy.
2204000	2212000	Oczywiście były też przestrzenie na nowych klientów i tak dalej, to się działo, ale trochę jakby się zajarałem przez to, że trochę pewnie byłem w tej Anglii,
2213000	2226000	czyli miałem taką myśl, że coś trzeba byłoby może na zachodzie zobaczyć, czy nie jest inaczej, no i tam mocno ich ścisnąłem, żebyśmy coś spróbowali, czy mają jakiś projekt, niech mnie gdzieś wyszlą, no i wysłali mnie do Brukseli w ogóle.
2226000	2234000	Też taka ciekawa przygoda niedługa, na jakiś projekt sharepointowy miałem zrobić, tam dobra, mówiłeś, skończ gadać, jeźdź do tej Brukseli.
2235000	2242000	Czyli twoja inicjatywa, tak? Wziąłeś po prostu stery i mówisz, ja chcę gdzieś jechać, chcę zobaczyć coś nowego, a nie tutaj wiecznie to samo klepać.
2243000	2251000	Dokładnie, mówię, muszę coś zobaczyć, czy u tego sąsiada ta trawka jest taka inna, no i nie ukrywam, że wiadomo, jest inna, tak wszystko jest takie świeże na starcie,
2251000	2263000	że wjeżdżasz tam u nas w tej Polsce, w tej Polsce, jestem z powrotem, zaraz się dowiemy, ale generalnie takie było moje patrzenie, że chcę zobaczyć, jak to wygląda gdzie indziej.
2264000	2274000	Spędzałem na ten projekt trzy tygodnie, to było takie życie bardziej w hotelu, później sterowałem ten projekt trochę z Polski, już nie było potrzeby, jeszcze raz może tam pojechałem na jakiś tydzień czy coś i tyle.
2275000	2282000	No i też ciekawie w tej Brukseli, że się dowiedziałem, że w sumie to jest taka trochę Francja, trochę Holandia.
2283000	2290000	Mówię, bagietki jedliśmy, te lunche w ogóle, mówię, fajnie, kurczę, wszyscy wychodzą, nie tak jak u nas, że tam w tym biurze wszyscy zaszyci.
2291000	2293000	Tak, trochę inna kultura pracy na zachodzie.
2294000	2298000	Lunch sztywno, trzynasta, dwunasta, nie ma zmiłuj, musi być.
2299000	2306000	Dwie godziny nawet może być, mieliśmy taką opcję, kiedyś ci koledzy mówią, dobra jedziemy na lunch, ale musimy autem, bo to jest daleko.
2307000	2316000	Ja mówię, ale jak, wprzedamy na auto, jedziemy, godzinę czy pół, czy czterdzieści minut powiedzmy się jechało do tego miejsca, gdzieś tam poza Brukselą wysiadamy,
2317000	2325000	czy tam powiedzmy jeszcze Bruksela to może była, ale generalnie jakaś taka mała restauracja i tam normalnie godzinę, restauracja, lampka, wina, druka, siedzimy.
2326000	2329000	Dwie godziny minęły, wracamy do biura, mówimy, dobra, teraz trzeba coś robić.
2330000	2332000	To jest szok kulturowy.
2333000	2342000	Było to naprawdę ciekawe, w ogóle ten francuski język i tak dalej, ja tam po angielsku próbowałem, ale tam była tragedia z angielskim.
2343000	2354000	Akurat gościu, z którego ja zbierałem wymagania i z którym bezpośrednio pracowałem, to on był straszny z angielskiego, ale próbował na wszystkie możliwe sposoby.
2355000	2359000	Był super człowiek, generalnie widać było, że się starał, ale nie było łatwo.
2360000	2368000	No i co, wróciłem, tam znowu jakby mi jest wszystko tak jakoś, nie wiem, nie mogę mu siedzieć na tyłku.
2369000	2376000	No już posmakowałeś, jak jest na zachodzie, zobaczyłeś coś innego, widzisz, że się da, że możesz wyjechać, że są różne opcje.
2377000	2385000	Dokładnie, było tak, że tu niby z drugiej strony mówisz firma, kariera, widzisz, że się jakoś tam pniesz, w dobrym kierunku to zmierza.
2386000	2396000	No i co, już była sytuacja, w której my planujemy, to było też najśmieszniejsze, planujemy z Martą ślub.
2397000	2407000	Ja stwierdziłem, że poszukam, spróbuję coś znaleźć na zachodzie, nie myślałem, że mi się uda, stwierdziłem w tamtym momencie, że szukam czegoś na zachodzie.
2407000	2417000	No i oczywiście target był w zasadzie Londyn, w sensie UK i tak naprawdę tylko UK, ale przez przypadek wpadła mi firma z Irlandii.
2418000	2423000	A jak szukałeś, jak znalazłeś, usiadłeś do kompa, jakaś agencja, jak to wyglądało wtedy?
2423000	2442000	Wiesz, sam pracowałem w agencji, oczywiście pośrednictwa pracy, czyli jakby wiedziałem, więc co, generalnie to były portale jakieś, było takie coś jak CW Jobs, CoUK chyba?
2442000	2443000	Tak.
2443000	2444000	Znasz?
2444000	2445000	Znasz.
2445000	2456000	Brzydka strona strasznie, ale kurczę miała najlepsze oferty, w sensie takim, że miała od razu kontrakty, było widać na talerzu ile płacą i tam patrzyłem te dniówki i mówię, wow, to jest szokers.
2456000	2457000	Zupełnie inna kasa.
2458000	2473000	Mówisz do Funi, wiesz, dla takiego świeżaka jak ja w tamtym czasie, mimo że niemało zarabiałem w Polsce, nie oszukujmy się, ale cały czas mówię, nie, nie, ja chcę to zobaczyć, ja chcę pójść na swoje.
2474000	2492000	No i co, tam była sytuacja, w której odezwała się firma, miałem rozmowę z jakimś tam practice managerem z CRM-a i odezwała się firma, wcześniej się nazywała jeszcze Codec DSS, to był Gold Partner Microsoftu.
2493000	2505000	Przeszedłem rozmowę, powiedzieli, stary, dawaj, przenoś się do nas, a ja mówię, ale jak, słuchajcie, jak ja mam się teraz przenieść, wiesz, to nie były jeszcze czasy zdalne, to było wszystko na miejscu, większość na miejscu.
2506000	2518000	Trzeba było, no i ja byłem, w sumie co, parę tygodni, nie parę tygodni, no parę tygodni przed ślubem, mocno zaawansowany już temat, no ale mówimy, nie, dostałem jakąś ofertę taką, nie do odrzucenia,
2519000	2539000	poszedłem do moich, niestety właścicieli są ciężką informacją, że słuchajcie, jakby ja wiem, że dostałem co chciałem, lubię to wszystko fajnie i tak dalej, ale po prostu nie mogę, muszę uciec, muszę zobaczyć, tak, jak nie zobaczę to nie wyjadę,
2539000	2557000	po prostu będę siedział i zostanę w Toruniu, czy nie wiem, wybierzemy jakieś inne miasto, ale generalnie już będzie koniec, no i co, decyzja została podjęta, samolot, hotel, na początku miałem hotel przez pierwszy miesiąc chyba w Dublinie i tam się zaczęła przygoda.
2558000	2570000	Czyli wyjechałeś do Dublina, dostałeś nową pracę u nich, dobrze płatną, byłeś zadowolony, nowa przygoda, nowy rozdział, co dalej?
2570000	2597000	Dokładnie, dokładnie, no i tam też znowu firma podobna do tej, co w Polsce, tylko trochę większa, oczywiście Irlandia, czyli najpierw zderzyć się znowu z kulturą, z językiem w ogóle, jakby nadrobić ten temat, że mówić po tych rzeczach funkcjonalnych i tak dalej, które rozmawialiśmy w Polsce i mimo, że mieliśmy zagranicznych klientów i często było to po angielsku, no ale tam jednak stale rozmawiać, siedzieć w biurze z ludźmi, którzy tylko mówią tym pięknym akcentem irlandzkim.
2597000	2604000	Irlandzki jest bardzo charakterystyczny i może nie aż taki zły jak szkocki, ale też jest mocny.
2604000	2619000	Sam wiesz, też można by było poopowiadać, no ale ogólnie były naprawdę znowu fajne projekty, znowu bardzo dobry prospekt, jeśli chodzi o firmę, bo widać było, że oni byli na fali wzrostu.
